"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 28, 2021","51,790,000","53,396,000","53,396,000","51,790,000","4.49K","-3.03%"
"Feb 27, 2021","53,409,000","53,591,000","53,591,000","53,409,000","7.76K","-0.33%"
"Feb 26, 2021","53,588,000","53,958,000","53,958,000","53,364,000","6.49K","-0.70%"
"Feb 25, 2021","53,964,000","56,502,000","56,502,000","53,964,000","4.07K","-4.49%"
"Feb 24, 2021","56,500,000","55,099,000","56,595,000","55,099,000","1.59K","2.56%"
"Feb 23, 2021","55,088,000","61,712,000","61,712,000","54,161,000","3.23K","-10.75%"
"Feb 22, 2021","61,723,000","65,418,000","65,418,000","61,723,000","2.88K","-5.65%"
"Feb 21, 2021","65,418,000","64,218,000","65,418,000","64,218,000","1.04K","1.90%"
"Feb 20, 2021","64,200,000","63,505,000","64,996,000","63,505,000","2.33K","1.10%"
"Feb 19, 2021","63,502,000","57,774,000","63,502,000","57,774,000","2.53K","9.84%"
"Feb 18, 2021","57,811,000","57,543,000","57,811,000","57,399,000","0.75K","0.52%"
"Feb 17, 2021","57,513,000","54,748,000","57,513,000","54,748,000","1.43K","4.99%"
"Feb 16, 2021","54,780,000","52,490,000","54,780,000","52,490,000","1.21K","4.35%"
"Feb 15, 2021","52,498,000","52,631,000","52,631,000","51,795,000","1.04K","-0.26%"
"Feb 14, 2021","52,636,000","50,611,000","52,636,000","50,611,000","1.00K","4.08%"
"Feb 13, 2021","50,571,000","50,879,000","51,210,000","50,571,000","1.11K","-0.52%"
"Feb 12, 2021","50,835,000","51,482,000","51,482,000","50,835,000","1.06K","-1.30%"
"Feb 11, 2021","51,504,000","48,579,000","51,504,000","48,579,000","2.01K","6.02%"
"Feb 10, 2021","48,580,000","48,645,000","48,645,000","47,970,000","1.81K","-0.14%"
"Feb 09, 2021","48,649,000","49,158,000","49,748,000","48,649,000","1.67K","-1.02%"
"Feb 08, 2021","49,150,000","42,098,000","49,150,000","42,098,000","4.72K","16.77%"
"Feb 07, 2021","42,091,000","41,713,000","42,091,000","41,265,000","1.52K","0.85%"
"Feb 06, 2021","41,737,000","40,458,000","43,032,000","40,458,000","2.38K","3.10%"
"Feb 05, 2021","40,482,000","39,808,000","40,482,000","39,808,000","1.17K","1.66%"
"Feb 04, 2021","39,820,000","39,353,000","39,820,000","39,353,000","1.57K","1.19%"
"Feb 03, 2021","39,353,000","37,902,000","39,353,000","37,902,000","1.70K","3.89%"
"Feb 02, 2021","37,878,000","36,527,000","37,878,000","36,527,000","1.84K","3.73%"
"Feb 01, 2021","36,517,000","36,353,000","37,028,000","36,353,000","1.43K","0.45%"
"Jan 31, 2021","36,355,000","36,972,000","36,972,000","36,355,000","1.78K","-1.64%"
"Jan 30, 2021","36,961,000","37,470,000","37,470,000","36,662,000","2.00K","-1.46%"
"Jan 29, 2021","37,509,000","36,635,000","40,308,000","36,635,000","2.92K","2.45%"
"Jan 28, 2021","36,613,000","34,315,000","36,613,000","34,315,000","2.25K","6.70%"
"Jan 27, 2021","34,315,000","35,950,000","35,950,000","34,315,000","2.75K","-4.55%"
"Jan 26, 2021","35,950,000","36,021,000","36,060,000","35,950,000","1.82K","-0.31%"
"Jan 25, 2021","36,061,000","35,545,000","36,372,000","35,545,000","2.87K","1.52%"
"Jan 24, 2021","35,521,000","35,495,000","35,521,000","35,495,000","1.77K","0.12%"
"Jan 23, 2021","35,479,000","36,365,000","36,365,000","35,379,000","0.96K","-2.44%"
"Jan 22, 2021","36,365,000","34,401,000","36,365,000","34,401,000","2.12K","5.75%"
"Jan 21, 2021","34,389,000","39,252,000","39,252,000","34,389,000","5.03K","-12.44%"
"Jan 20, 2021","39,277,000","39,466,000","39,466,000","38,339,000","2.07K","-0.48%"
"Jan 19, 2021","39,465,000","39,994,000","40,237,000","39,465,000","1.90K","-1.32%"
"Jan 18, 2021","39,994,000","39,562,000","39,994,000","39,109,000","1.16K","1.12%"
"Jan 17, 2021","39,552,000","40,065,000","40,065,000","39,552,000","1.39K","-1.32%"
"Jan 16, 2021","40,083,000","41,011,000","41,011,000","40,083,000","1.54K","-2.34%"
"Jan 15, 2021","41,045,000","42,742,000","42,742,000","41,045,000","4.01K","-4.02%"
"Jan 14, 2021","42,762,000","41,393,000","42,762,000","41,393,000","3.67K","3.28%"
"Jan 13, 2021","41,403,000","38,541,000","41,403,000","37,330,000","4.08K","7.43%"
"Jan 12, 2021","38,541,000","40,362,000","40,362,000","38,541,000","2.87K","-4.46%"
"Jan 11, 2021","40,340,000","43,406,000","43,406,000","35,135,000","9.55K","-7.15%"
"Jan 10, 2021","43,447,000","45,603,000","46,620,000","43,447,000","6.30K","-4.75%"
"Jan 09, 2021","45,614,000","47,231,000","47,231,000","45,614,000","2.45K","-3.44%"
"Jan 08, 2021","47,241,000","44,592,000","47,241,000","44,592,000","3.88K","5.98%"
"Jan 07, 2021","44,575,000","40,760,000","44,575,000","40,760,000","5.59K","9.44%"
"Jan 06, 2021","40,731,000","37,989,000","40,731,000","37,989,000","4.25K","7.29%"
"Jan 05, 2021","37,962,000","36,475,000","37,962,000","35,190,000","4.17K","4.01%"
"Jan 04, 2021","36,499,000","37,553,000","38,113,000","36,499,000","2.92K","-2.89%"
"Jan 03, 2021","37,586,000","35,705,000","37,586,000","35,705,000","5.43K","5.27%"
"Jan 02, 2021","35,705,000","32,314,000","36,184,000","32,314,000","6.98K","10.50%"
"Jan 01, 2021","32,312,000","32,023,000","32,414,000","32,023,000","1.36K","0.89%"
"Dec 31, 2020","32,026,000","31,886,000","32,026,000","31,886,000","1.41K","0.44%"
"Dec 30, 2020","31,886,000","30,445,000","31,886,000","30,445,000","2.50K","4.72%"
"Dec 29, 2020","30,450,000","30,199,000","30,450,000","30,199,000","2.11K","0.83%"
"Dec 28, 2020","30,199,000","29,356,000","30,199,000","29,356,000","1.76K","2.88%"
"Dec 27, 2020","29,355,000","29,371,000","31,268,000","29,355,000","3.59K","-0.10%"
"Dec 26, 2020","29,385,000","27,136,000","29,385,000","27,136,000","4.43K","8.29%"
"Dec 25, 2020","27,135,000","26,466,000","27,135,000","26,466,000","2.48K","2.48%"
"Dec 24, 2020","26,479,000","26,383,000","26,479,000","26,117,000","2.10K","0.39%"
"Dec 23, 2020","26,376,000","26,777,000","26,777,000","26,376,000","2.98K","-1.52%"
"Dec 22, 2020","26,782,000","25,329,000","26,782,000","25,252,000","2.10K","5.71%"
"Dec 21, 2020","25,335,000","25,894,000","25,894,000","25,335,000","2.25K","-2.17%"
"Dec 20, 2020","25,896,000","26,183,000","26,183,000","25,868,000","2.24K","-1.10%"
"Dec 19, 2020","26,183,000","25,154,000","26,183,000","25,120,000","2.53K","4.09%"
"Dec 18, 2020","25,153,000","24,690,000","25,153,000","24,690,000","1.29K","1.83%"
"Dec 17, 2020","24,702,000","22,907,000","24,702,000","22,907,000","3.43K","7.78%"
"Dec 16, 2020","22,918,000","21,090,000","22,918,000","21,090,000","3.48K","8.67%"
"Dec 15, 2020","21,090,000","20,933,000","21,111,000","20,868,000","0.72K","0.75%"
"Dec 14, 2020","20,933,000","20,790,000","20,933,000","20,790,000","1.19K","0.69%"
"Dec 13, 2020","20,790,000","20,573,000","20,790,000","20,573,000","0.97K","1.12%"
"Dec 12, 2020","20,560,000","19,648,000","20,560,000","19,648,000","1.16K","4.64%"
"Dec 11, 2020","19,648,000","19,921,000","19,921,000","19,648,000","0.66K","-1.36%"
"Dec 10, 2020","19,919,000","20,262,000","20,262,000","19,919,000","0.79K","-1.69%"
"Dec 09, 2020","20,262,000","20,034,000","20,262,000","20,034,000","0.99K","1.18%"
"Dec 08, 2020","20,025,000","20,855,000","20,855,000","20,025,000","1.21K","-3.98%"
"Dec 07, 2020","20,855,000","20,969,000","20,969,000","20,855,000","0.74K","-0.57%"
"Dec 06, 2020","20,974,000","20,798,000","20,974,000","20,798,000","0.77K","0.85%"
"Dec 05, 2020","20,798,000","20,526,000","20,798,000","20,526,000","0.29K","1.29%"
"Dec 04, 2020","20,533,000","21,168,000","21,168,000","20,533,000","0.98K","-3.00%"
"Dec 03, 2020","21,168,000","21,091,000","21,168,000","20,905,000","0.65K","0.35%"
"Dec 02, 2020","21,094,000","20,866,000","21,094,000","20,866,000","0.85K","1.18%"
"Dec 01, 2020","20,848,000","21,302,000","21,302,000","20,848,000","1.83K","-2.13%"
"Nov 30, 2020","21,302,000","19,996,000","21,302,000","19,996,000","2.52K","6.50%"
"Nov 29, 2020","20,002,000","19,480,000","20,002,000","19,281,000","0.83K","2.68%"
"Nov 28, 2020","19,480,000","19,118,000","19,480,000","19,118,000","1.61K","1.89%"
"Nov 27, 2020","19,119,000","19,236,000","19,236,000","19,119,000","1.44K","-0.67%"
"Nov 26, 2020","19,248,000","20,838,000","20,838,000","19,248,000","2.31K","-7.65%"
"Nov 25, 2020","20,843,000","20,950,000","20,950,000","20,843,000","1.74K","-0.51%"
"Nov 24, 2020","20,950,000","20,120,000","21,112,000","20,120,000","1.87K","4.07%"
"Nov 23, 2020","20,131,000","20,292,000","20,292,000","19,994,000","1.59K","-0.86%"
"Nov 22, 2020","20,305,000","20,371,000","20,371,000","20,041,000","1.38K","-0.32%"
"Nov 21, 2020","20,371,000","20,636,000","20,636,000","20,371,000","1.51K","-1.28%"
"Nov 20, 2020","20,636,000","19,799,000","20,636,000","19,799,000","1.54K","4.26%"
"Nov 19, 2020","19,793,000","19,724,000","19,793,000","19,491,000","1.05K","0.35%"
"Nov 18, 2020","19,724,000","19,350,000","19,724,000","19,350,000","1.99K","1.93%"
"Nov 17, 2020","19,350,000","18,268,000","19,350,000","18,268,000","2.05K","5.92%"
"Nov 16, 2020","18,268,000","17,671,000","18,268,000","17,671,000","1.45K","3.38%"
"Nov 15, 2020","17,671,000","17,792,000","17,792,000","17,671,000","0.63K","-0.68%"
"Nov 14, 2020","17,792,000","17,976,000","17,976,000","17,792,000","0.56K","-1.06%"
"Nov 13, 2020","17,982,000","17,962,000","17,982,000","17,962,000","0.73K","0.07%"
"Nov 12, 2020","17,969,000","17,405,000","17,969,000","17,405,000","1.92K","3.24%"
"Nov 11, 2020","17,405,000","17,015,000","17,405,000","17,015,000","1.23K","2.29%"
"Nov 10, 2020","17,015,000","17,102,000","17,102,000","17,013,000","0.56K","-0.51%"
"Nov 09, 2020","17,102,000","17,295,000","17,349,000","16,963,000","1.20K","-1.12%"
"Nov 08, 2020","17,295,000","16,650,000","17,295,000","16,650,000","0.91K","3.87%"
"Nov 07, 2020","16,650,000","17,384,000","17,384,000","16,650,000","2.44K","-4.19%"
"Nov 06, 2020","17,379,000","17,376,000","17,379,000","17,376,000","0.88K","0.00%"
"Nov 05, 2020","17,379,000","15,962,000","17,379,000","15,962,000","2.80K","8.88%"
"Nov 04, 2020","15,962,000","15,859,000","15,962,000","15,582,000","1.35K","0.68%"
"Nov 03, 2020","15,854,000","15,399,000","15,854,000","15,399,000","1.06K","2.95%"
"Nov 02, 2020","15,399,000","15,560,000","15,560,000","15,216,000","0.57K","-1.03%"
"Nov 01, 2020","15,560,000","15,620,000","15,620,000","15,559,000","0.54K","-0.38%"
"Oct 31, 2020","15,620,000","15,338,000","15,620,000","15,338,000","0.54K","1.88%"
"Oct 30, 2020","15,332,000","15,202,000","15,332,000","15,202,000","0.69K","0.86%"
"Oct 29, 2020","15,202,000","15,065,000","15,202,000","15,065,000","0.74K","0.88%"
"Oct 28, 2020","15,069,000","15,296,000","15,296,000","15,069,000","0.73K","-1.48%"
"Oct 27, 2020","15,295,000","14,746,000","15,295,000","14,746,000","1.63K","3.72%"
"Oct 26, 2020","14,746,000","14,684,000","14,746,000","14,684,000","0.96K","0.42%"
"Oct 25, 2020","14,684,000","14,753,000","14,753,000","14,684,000","0.32K","-0.47%"
"Oct 24, 2020","14,753,000","14,565,000","14,753,000","14,563,000","0.73K","1.29%"
"Oct 23, 2020","14,565,000","14,575,000","14,575,000","14,565,000","0.61K","-0.04%"
"Oct 22, 2020","14,571,000","14,411,000","14,571,000","14,411,000","1.17K","1.12%"
"Oct 21, 2020","14,409,000","13,634,000","14,528,000","13,634,000","2.44K","5.68%"
"Oct 20, 2020","13,634,000","13,398,000","13,634,000","13,398,000","0.87K","1.76%"
"Oct 19, 2020","13,398,000","13,201,000","13,398,000","13,126,000","0.66K","1.45%"
"Oct 18, 2020","13,207,000","13,062,000","13,207,000","13,062,000","0.26K","1.11%"
"Oct 17, 2020","13,062,000","13,033,000","13,062,000","13,033,000","0.17K","0.22%"
"Oct 16, 2020","13,033,000","13,220,000","13,220,000","13,033,000","0.30K","-1.41%"
"Oct 15, 2020","13,219,000","13,149,000","13,219,000","13,149,000","0.63K","0.53%"
"Oct 14, 2020","13,149,000","13,114,000","13,149,000","13,063,000","0.48K","0.27%"
"Oct 13, 2020","13,114,000","13,180,000","13,180,000","13,114,000","0.33K","-0.46%"
"Oct 12, 2020","13,174,000","12,925,000","13,174,000","12,925,000","0.80K","1.93%"
"Oct 11, 2020","12,925,000","12,851,000","12,950,000","12,851,000","0.44K","0.58%"
"Oct 10, 2020","12,851,000","12,624,000","12,851,000","12,624,000","0.39K","1.83%"
"Oct 09, 2020","12,620,000","12,566,000","12,620,000","12,521,000","0.32K","0.43%"
"Oct 08, 2020","12,566,000","12,410,000","12,566,000","12,403,000","0.39K","1.27%"
"Oct 07, 2020","12,409,000","12,418,000","12,418,000","12,409,000","0.31K","-0.07%"
"Oct 06, 2020","12,418,000","12,529,000","12,529,000","12,418,000","0.66K","-0.89%"
"Oct 05, 2020","12,529,000","12,455,000","12,529,000","12,430,000","0.36K","0.63%"
"Oct 04, 2020","12,451,000","12,385,000","12,451,000","12,385,000","0.34K","0.53%"
"Oct 03, 2020","12,385,000","12,432,000","12,432,000","12,377,000","0.22K","-0.38%"
"Oct 02, 2020","12,432,000","12,435,000","12,435,000","12,432,000","0.30K","-0.09%"
"Oct 01, 2020","12,443,000","12,547,000","12,617,000","12,443,000","1.30K","-0.83%"
"Sep 30, 2020","12,547,000","12,598,000","12,598,000","12,494,000","0.35K","-0.40%"
"Sep 29, 2020","12,598,000","12,452,000","12,598,000","12,452,000","0.42K","1.19%"
"Sep 28, 2020","12,450,000","12,500,000","12,500,000","12,450,000","0.68K","-0.40%"
"Sep 27, 2020","12,500,000","12,489,000","12,520,000","12,489,000","0.53K","0.09%"
"Sep 26, 2020","12,489,000","12,441,000","12,489,000","12,441,000","0.30K","0.39%"
"Sep 25, 2020","12,441,000","12,495,000","12,495,000","12,441,000","0.60K","-0.43%"
"Sep 24, 2020","12,495,000","11,949,000","12,495,000","11,949,000","1.22K","4.60%"
"Sep 23, 2020","11,946,000","12,329,000","12,329,000","11,946,000","1.09K","-3.08%"
"Sep 22, 2020","12,326,000","12,270,000","12,326,000","12,225,000","0.49K","0.49%"
"Sep 21, 2020","12,266,000","12,823,000","12,823,000","12,266,000","1.07K","-4.36%"
"Sep 20, 2020","12,825,000","12,919,000","12,919,000","12,805,000","0.51K","-0.73%"
"Sep 19, 2020","12,919,000","12,769,000","12,919,000","12,769,000","0.10K","1.17%"
"Sep 18, 2020","12,769,000","12,786,000","12,786,000","12,704,000","0.56K","-0.13%"
"Sep 17, 2020","12,786,000","12,897,000","12,897,000","12,786,000","0.56K","-0.88%"
"Sep 16, 2020","12,900,000","12,803,000","12,900,000","12,803,000","0.93K","0.76%"
"Sep 15, 2020","12,803,000","12,633,000","12,827,000","12,633,000","0.63K","1.35%"
"Sep 14, 2020","12,633,000","12,368,000","12,633,000","12,368,000","0.81K","2.17%"
"Sep 13, 2020","12,365,000","12,360,000","12,505,000","12,290,000","0.49K","0.04%"
"Sep 12, 2020","12,360,000","12,334,000","12,360,000","12,252,000","0.58K","0.23%"
"Sep 11, 2020","12,332,000","12,320,000","12,332,000","12,320,000","0.44K","0.10%"
"Sep 10, 2020","12,320,000","12,160,000","12,320,000","12,158,000","0.80K","1.32%"
"Sep 09, 2020","12,160,000","12,127,000","12,160,000","12,127,000","0.65K","0.28%"
"Sep 08, 2020","12,126,000","12,366,000","12,366,000","12,003,000","0.98K","-1.91%"
"Sep 07, 2020","12,362,000","12,356,000","12,362,000","11,943,000","0.97K","0.05%"
"Sep 06, 2020","12,356,000","12,368,000","12,368,000","12,214,000","0.75K","-0.06%"
"Sep 05, 2020","12,363,000","12,624,000","12,626,000","12,363,000","1.81K","-2.08%"
"Sep 04, 2020","12,625,000","12,296,000","12,625,000","12,296,000","1.85K","2.63%"
"Sep 03, 2020","12,301,000","13,580,000","13,580,000","12,301,000","3.17K","-9.38%"
"Sep 02, 2020","13,574,000","13,965,000","13,965,000","13,459,000","1.15K","-2.81%"
"Sep 01, 2020","13,967,000","13,732,000","13,967,000","13,732,000","1.40K","1.74%"
"Aug 31, 2020","13,728,000","13,654,000","13,728,000","13,654,000","0.62K","0.54%"
"Aug 30, 2020","13,654,000","13,432,000","13,654,000","13,432,000","0.60K","1.65%"
"Aug 29, 2020","13,432,000","13,521,000","13,529,000","13,432,000","0.46K","-0.67%"
"Aug 28, 2020","13,522,000","13,402,000","13,522,000","13,402,000","0.56K","0.81%"
"Aug 27, 2020","13,413,000","13,538,000","13,538,000","13,400,000","0.95K","-0.92%"
"Aug 26, 2020","13,538,000","13,475,000","13,538,000","13,475,000","0.57K","0.50%"
"Aug 25, 2020","13,471,000","13,842,000","13,842,000","13,471,000","1.51K","-2.68%"
"Aug 24, 2020","13,842,000","13,801,000","13,842,000","13,801,000","0.34K","0.30%"
"Aug 23, 2020","13,801,000","13,841,000","13,841,000","13,707,000","0.50K","-0.30%"
"Aug 22, 2020","13,843,000","13,767,000","13,843,000","13,559,000","0.60K","0.50%"
"Aug 21, 2020","13,774,000","13,944,000","13,944,000","13,774,000","1.39K","-1.22%"
"Aug 20, 2020","13,944,000","13,872,000","13,944,000","13,872,000","0.64K","0.52%"
"Aug 19, 2020","13,872,000","14,004,000","14,004,000","13,865,000","1.09K","-0.89%"
"Aug 18, 2020","13,996,000","14,181,000","14,222,000","13,996,000","1.10K","-1.30%"
"Aug 17, 2020","14,181,000","13,886,000","14,181,000","13,848,000","2.33K","2.12%"
"Aug 16, 2020","13,886,000","13,881,000","13,886,000","13,804,000","0.77K","0.10%"
"Aug 15, 2020","13,872,000","13,830,000","14,018,000","13,830,000","1.01K","0.30%"
"Aug 14, 2020","13,830,000","13,820,000","13,830,000","13,820,000","1.24K","0.10%"
"Aug 13, 2020","13,816,000","13,681,000","13,816,000","13,494,000","1.94K","0.99%"
"Aug 12, 2020","13,681,000","13,610,000","13,681,000","13,595,000","0.84K","0.52%"
"Aug 11, 2020","13,610,000","13,999,000","13,999,000","13,610,000","2.22K","-2.76%"
"Aug 10, 2020","13,997,000","13,813,000","13,997,000","13,813,000","0.80K","1.33%"
"Aug 09, 2020","13,813,000","13,868,000","13,872,000","13,813,000","0.69K","-0.40%"
"Aug 08, 2020","13,868,000","13,762,000","13,868,000","13,762,000","0.65K","0.77%"
"Aug 07, 2020","13,762,000","13,862,000","13,935,000","13,762,000","1.39K","-0.74%"
"Aug 06, 2020","13,865,000","13,851,000","13,865,000","13,851,000","0.89K","0.10%"
"Aug 05, 2020","13,851,000","13,310,000","13,851,000","13,310,000","1.17K","4.06%"
"Aug 04, 2020","13,310,000","13,273,000","13,361,000","13,273,000","0.71K","0.26%"
"Aug 03, 2020","13,275,000","13,034,000","13,275,000","13,034,000","1.19K","1.85%"
"Aug 02, 2020","13,034,000","13,934,000","13,934,000","13,034,000","1.08K","-6.46%"
"Aug 01, 2020","13,934,000","13,408,000","13,934,000","13,408,000","1.68K","3.92%"
"Jul 31, 2020","13,408,000","13,100,000","13,408,000","13,100,000","1.76K","2.35%"
"Jul 30, 2020","13,100,000","13,118,000","13,118,000","12,983,000","1.09K","-0.14%"
"Jul 29, 2020","13,118,000","12,761,000","13,118,000","12,761,000","1.66K","2.81%"
"Jul 28, 2020","12,760,000","12,913,000","13,074,000","12,760,000","1.42K","-1.16%"
"Jul 27, 2020","12,910,000","11,701,000","12,910,000","11,701,000","5.19K","10.33%"
"Jul 26, 2020","11,701,000","11,470,000","11,701,000","11,437,000","0.67K","2.01%"
"Jul 25, 2020","11,470,000","11,334,000","11,470,000","11,334,000","0.78K","1.20%"
"Jul 24, 2020","11,334,000","11,330,000","11,334,000","11,269,000","0.78K","0.04%"
"Jul 23, 2020","11,330,000","11,261,000","11,330,000","11,261,000","0.83K","0.64%"
"Jul 22, 2020","11,258,000","11,120,000","11,258,000","11,104,000","0.98K","1.24%"
"Jul 21, 2020","11,120,000","10,943,000","11,120,000","10,943,000","0.50K","1.62%"
"Jul 20, 2020","10,943,000","10,937,000","10,943,000","10,937,000","0.44K","0.03%"
"Jul 19, 2020","10,940,000","10,913,000","10,940,000","10,888,000","0.57K","0.31%"
"Jul 18, 2020","10,906,000","10,927,000","10,927,000","10,906,000","0.33K","-0.19%"
"Jul 17, 2020","10,927,000","10,929,000","10,929,000","10,879,000","0.31K","-0.02%"
"Jul 16, 2020","10,929,000","10,975,000","10,975,000","10,929,000","0.47K","-0.42%"
"Jul 15, 2020","10,975,000","11,006,000","11,006,000","10,973,000","0.47K","-0.28%"
"Jul 14, 2020","11,006,000","11,000,000","11,006,000","10,970,000","0.58K","0.05%"
"Jul 13, 2020","11,000,000","11,022,000","11,022,000","11,000,000","0.97K","-0.20%"
"Jul 12, 2020","11,022,000","10,968,000","11,022,000","10,946,000","0.52K","0.49%"
"Jul 11, 2020","10,968,000","11,034,000","11,034,000","10,968,000","0.28K","-0.60%"
"Jul 10, 2020","11,034,000","10,950,000","11,034,000","10,950,000","0.60K","0.77%"
"Jul 09, 2020","10,950,000","11,128,000","11,137,000","10,950,000","0.84K","-1.57%"
"Jul 08, 2020","11,125,000","10,971,000","11,125,000","10,971,000","0.69K","1.40%"
"Jul 07, 2020","10,971,000","11,045,000","11,045,000","10,971,000","0.37K","-0.67%"
"Jul 06, 2020","11,045,000","10,830,000","11,045,000","10,824,000","0.96K","2.00%"
"Jul 05, 2020","10,828,000","10,887,000","10,898,000","10,772,000","0.52K","-0.54%"
"Jul 04, 2020","10,887,000","10,834,000","10,966,000","10,806,000","0.47K","0.49%"
"Jul 03, 2020","10,834,000","10,867,000","10,909,000","10,827,000","0.31K","-0.30%"
"Jul 02, 2020","10,867,000","11,042,000","11,070,000","10,763,000","1.05K","-1.58%"
"Jul 01, 2020","11,042,000","10,914,000","11,101,000","10,886,000","0.67K","1.17%"
"Jun 30, 2020","10,914,000","10,970,000","10,989,000","10,866,000","0.37K","-0.51%"
"Jun 29, 2020","10,970,000","10,960,000","11,030,000","10,822,000","0.62K","-0.03%"
"Jun 28, 2020","10,973,000","10,908,000","11,061,000","10,757,000","0.46K","0.60%"
"Jun 27, 2020","10,908,000","11,027,000","11,035,000","10,800,000","1.48K","-1.08%"
"Jun 26, 2020","11,027,000","11,139,000","11,176,000","10,900,000","0.48K","-1.01%"
"Jun 25, 2020","11,139,000","11,223,000","11,223,000","10,850,000","0.52K","-0.81%"
"Jun 24, 2020","11,230,000","11,495,000","11,540,000","11,116,000","1.08K","-2.31%"
"Jun 23, 2020","11,495,000","11,597,000","11,631,000","11,472,000","0.50K","-0.88%"
"Jun 22, 2020","11,597,000","11,236,000","11,667,000","11,232,000","1.44K","3.21%"
"Jun 21, 2020","11,236,000","11,314,000","11,359,000","11,232,000","0.35K","-0.69%"
"Jun 20, 2020","11,314,000","11,281,000","11,349,000","11,152,000","0.43K","0.29%"
"Jun 19, 2020","11,281,000","11,336,000","11,373,000","11,157,000","0.39K","-0.50%"
"Jun 18, 2020","11,338,000","11,426,000","11,444,000","11,233,000","0.73K","-0.78%"
"Jun 17, 2020","11,427,000","11,453,000","11,508,000","11,290,000","0.78K","-0.21%"
"Jun 16, 2020","11,451,000","11,335,000","11,498,000","11,254,000","0.53K","1.02%"
"Jun 15, 2020","11,335,000","11,243,000","11,403,000","10,770,000","1.26K","0.82%"
"Jun 14, 2020","11,243,000","11,393,000","11,397,000","11,155,000","0.65K","-1.31%"
"Jun 13, 2020","11,392,000","11,390,000","11,400,000","11,273,000","0.41K","-0.01%"
"Jun 12, 2020","11,393,000","11,085,000","11,464,000","11,050,000","0.63K","2.82%"
"Jun 11, 2020","11,080,000","11,738,000","11,797,000","11,050,000","3.41K","-5.61%"
"Jun 10, 2020","11,738,000","11,686,000","11,744,000","11,591,000","0.89K","0.47%"
"Jun 09, 2020","11,683,000","11,678,000","11,760,000","11,556,000","0.66K","0.03%"
"Jun 08, 2020","11,680,000","11,681,000","11,723,000","11,575,000","0.54K","0.01%"
"Jun 07, 2020","11,679,000","11,628,000","11,769,000","11,377,000","1.40K","0.36%"
"Jun 06, 2020","11,637,000","11,602,000","11,698,000","11,523,000","0.40K","0.29%"
"Jun 05, 2020","11,603,000","11,782,000","11,865,000","11,595,000","0.68K","-1.54%"
"Jun 04, 2020","11,785,000","11,650,000","11,860,000","11,472,000","1.14K","1.16%"
"Jun 03, 2020","11,650,000","11,522,000","11,661,000","11,400,000","0.75K","1.08%"
"Jun 02, 2020","11,525,000","12,073,000","12,160,000","11,303,000","3.39K","-4.53%"
"Jun 01, 2020","12,072,000","11,437,000","12,124,000","11,415,000","4.08K","5.55%"
"May 31, 2020","11,437,000","11,579,000","11,584,000","11,365,000","0.93K","-1.23%"
"May 30, 2020","11,579,000","11,405,000","11,605,000","11,319,000","1.30K","1.53%"
"May 29, 2020","11,405,000","11,570,000","11,598,000","11,280,000","0.58K","-1.41%"
"May 28, 2020","11,568,000","11,156,000","11,595,000","11,112,000","1.46K","3.75%"
"May 27, 2020","11,150,000","10,737,000","11,172,000","10,729,000","1.03K","3.85%"
"May 26, 2020","10,737,000","10,821,000","10,917,000","10,610,000","0.82K","-0.78%"
"May 25, 2020","10,821,000","10,648,000","10,888,000","10,523,000","1.03K","1.56%"
"May 24, 2020","10,655,000","11,134,000","11,240,000","10,648,000","2.23K","-4.30%"
"May 23, 2020","11,134,000","11,122,000","11,295,000","11,040,000","0.57K","0.11%"
"May 22, 2020","11,122,000","11,093,000","11,236,000","10,895,000","0.88K","0.24%"
"May 21, 2020","11,095,000","11,516,000","11,605,000","10,796,000","3.31K","-3.71%"
"May 20, 2020","11,523,000","11,728,000","11,777,000","11,370,000","2.69K","-1.75%"
"May 19, 2020","11,728,000","11,686,000","11,816,000","11,462,000","0.95K","0.35%"
"May 18, 2020","11,687,000","11,614,000","11,875,000","11,456,000","0.87K","0.63%"
"May 17, 2020","11,614,000","11,317,000","11,815,000","11,272,000","1.57K","2.62%"
"May 16, 2020","11,317,000","11,323,000","11,570,000","11,203,000","1.15K","-0.04%"
"May 15, 2020","11,322,000","11,787,000","11,829,000","11,236,000","2.17K","-3.92%"
"May 14, 2020","11,784,000","11,270,000","11,944,000","11,231,000","1.89K","4.64%"
"May 13, 2020","11,262,000","10,675,000","11,393,000","10,654,000","2.43K","5.50%"
"May 12, 2020","10,675,000","10,437,000","10,845,000","10,397,000","1.69K","2.28%"
"May 11, 2020","10,437,000","10,690,000","11,256,000","10,137,000","5.09K","-2.43%"
"May 10, 2020","10,697,000","11,544,000","11,573,000","10,200,000","4.03K","-7.34%"
"May 09, 2020","11,544,000","11,878,000","11,958,000","11,450,000","1.39K","-2.81%"
"May 08, 2020","11,878,000","12,004,000","12,162,000","11,810,000","1.77K","-1.10%"
"May 07, 2020","12,010,000","11,271,000","12,070,000","11,140,000","5.52K","6.56%"
"May 06, 2020","11,271,000","10,980,000","11,445,000","10,880,000","2.30K","2.74%"
"May 05, 2020","10,970,000","10,845,000","11,019,000","10,744,000","1.21K","1.23%"
"May 04, 2020","10,837,000","10,889,000","10,949,000","10,450,000","1.54K","-0.48%"
"May 03, 2020","10,889,000","10,881,000","11,127,000","10,714,000","1.45K","0.13%"
