"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 21, 2020","122.45","121.54","123.65","121.10","2.73M","-0.83%"
"Aug 20, 2020","123.48","121.53","123.56","121.30","2.38M","0.63%"
"Aug 19, 2020","122.71","123.81","124.02","121.19","2.69M","-1.20%"
"Aug 18, 2020","124.20","123.92","126.56","123.82","3.67M","0.23%"
"Aug 17, 2020","123.92","118.16","124.66","118.15","6.48M","6.15%"
"Aug 14, 2020","116.74","118.40","118.57","115.59","11.66M","-6.29%"
"Aug 13, 2020","124.57","126.38","126.75","124.07","5.13M","-1.22%"
"Aug 12, 2020","126.11","126.25","128.19","125.83","2.39M","1.21%"
"Aug 11, 2020","124.60","125.08","127.77","124.39","2.20M","-0.37%"
"Aug 10, 2020","125.06","125.09","127.63","124.00","3.61M","0.05%"
"Aug 07, 2020","125.00","122.50","125.09","121.08","3.16M","-0.46%"
"Aug 06, 2020","125.58","125.08","126.02","123.28","1.72M","-0.21%"
"Aug 05, 2020","125.85","127.26","127.26","124.97","1.76M","-0.65%"
"Aug 04, 2020","126.67","120.55","127.04","120.55","3.85M","5.08%"
"Aug 03, 2020","120.55","120.21","121.22","119.11","1.95M","0.96%"
"Jul 31, 2020","119.40","118.86","120.19","116.70","2.75M","1.19%"
"Jul 30, 2020","118.00","118.12","119.17","117.34","3.14M","-1.52%"
"Jul 29, 2020","119.82","116.46","120.45","116.44","3.76M","3.57%"
"Jul 28, 2020","115.69","115.61","116.49","114.75","3.35M","-0.15%"
"Jul 27, 2020","115.86","117.84","117.84","114.87","2.92M","-2.66%"
"Jul 24, 2020","119.02","117.50","119.06","116.39","2.69M","-1.72%"
"Jul 23, 2020","121.10","122.15","122.64","119.46","2.74M","-1.34%"
"Jul 22, 2020","122.75","123.69","123.73","120.98","2.92M","-1.97%"
"Jul 21, 2020","125.22","125.67","126.23","123.78","3.83M","0.70%"
"Jul 20, 2020","124.35","122.77","124.87","122.65","2.78M","1.29%"
"Jul 17, 2020","122.77","125.00","125.00","121.88","1.88M","-0.53%"
"Jul 16, 2020","123.43","121.19","123.59","120.94","2.43M","-1.30%"
"Jul 15, 2020","125.05","126.65","126.76","124.10","2.14M","-0.35%"
"Jul 14, 2020","125.49","124.05","126.15","122.56","3.90M","-1.84%"
"Jul 13, 2020","127.84","133.57","133.57","127.68","4.69M","-3.39%"
"Jul 10, 2020","132.33","130.75","132.53","130.27","2.07M","-0.15%"
"Jul 09, 2020","132.53","134.12","135.37","130.25","4.19M","1.45%"
"Jul 08, 2020","130.64","130.61","130.69","128.10","2.93M","2.20%"
"Jul 07, 2020","127.83","130.00","132.00","127.82","2.80M","-3.84%"
"Jul 06, 2020","132.93","129.11","133.04","128.10","5.76M","7.81%"
"Jul 02, 2020","123.30","123.22","124.82","122.37","3.01M","2.21%"
"Jul 01, 2020","120.63","119.89","121.14","119.15","2.12M","0.62%"
"Jun 30, 2020","119.89","120.62","121.93","119.41","2.26M","-1.15%"
"Jun 29, 2020","121.29","121.28","122.20","118.56","2.05M","-0.42%"
"Jun 26, 2020","121.80","124.00","124.82","120.95","2.60M","-1.56%"
"Jun 25, 2020","123.73","120.91","123.75","120.45","2.19M","1.94%"
"Jun 24, 2020","121.37","122.19","122.88","119.46","3.34M","-1.59%"
"Jun 23, 2020","123.33","123.50","123.93","122.52","2.50M","0.20%"
"Jun 22, 2020","123.08","122.39","123.09","120.16","2.82M","0.00%"
"Jun 19, 2020","123.08","124.94","125.64","122.31","3.81M","-0.31%"
"Jun 18, 2020","123.46","121.72","123.96","120.99","2.41M","1.17%"
"Jun 17, 2020","122.03","122.69","123.69","121.20","3.76M","-0.61%"
"Jun 16, 2020","122.78","126.83","128.14","122.20","9.97M","5.10%"
"Jun 15, 2020","116.82","113.57","117.16","113.12","3.15M","0.47%"
"Jun 12, 2020","116.27","114.50","116.85","114.15","4.43M","3.97%"
"Jun 11, 2020","111.83","112.26","114.08","111.23","4.00M","-4.26%"
"Jun 10, 2020","116.81","117.22","118.56","115.93","3.18M","0.85%"
"Jun 09, 2020","115.83","115.26","116.74","114.38","2.68M","-1.03%"
"Jun 08, 2020","117.03","116.00","118.37","115.67","4.55M","2.30%"
"Jun 05, 2020","114.40","111.86","115.20","111.49","4.27M","4.90%"
"Jun 04, 2020","109.06","112.11","113.63","108.53","3.95M","-3.01%"
"Jun 03, 2020","112.45","108.38","112.69","108.36","4.00M","4.87%"
"Jun 02, 2020","107.23","107.49","108.68","106.95","4.43M","0.12%"
"Jun 01, 2020","107.10","105.79","108.48","105.39","3.93M","0.52%"
"May 29, 2020","106.55","105.82","106.69","102.60","6.86M","0.22%"
"May 28, 2020","106.32","106.94","107.66","105.02","3.65M","-1.76%"
"May 27, 2020","108.22","108.14","108.87","106.02","4.09M","-0.13%"
"May 26, 2020","108.36","106.02","109.21","105.40","6.27M","4.88%"
"May 22, 2020","103.32","106.01","107.70","102.80","8.23M","-6.10%"
"May 21, 2020","110.03","107.02","111.50","106.75","9.98M","1.39%"
"May 20, 2020","108.52","110.55","114.18","105.78","15.45M","-1.12%"
"May 19, 2020","109.75","117.51","120.79","109.19","19.63M","2.01%"
"May 18, 2020","107.59","101.74","108.16","101.71","10.20M","7.74%"
"May 15, 2020","99.86","95.14","100.05","95.12","3.36M","4.00%"
"May 14, 2020","96.02","93.12","96.14","90.97","3.70M","0.56%"
"May 13, 2020","95.49","98.07","98.96","94.16","4.36M","-2.03%"
"May 12, 2020","97.47","100.00","100.00","97.46","3.44M","-2.09%"
"May 11, 2020","99.55","99.76","100.17","98.72","2.76M","-0.22%"
"May 08, 2020","99.77","99.79","100.67","98.15","3.22M","1.62%"
"May 07, 2020","98.18","98.10","98.45","97.45","2.33M","1.13%"
"May 06, 2020","97.08","96.61","98.04","95.29","2.90M","1.37%"
"May 05, 2020","95.77","96.41","97.60","95.46","2.83M","1.07%"
"May 04, 2020","94.76","95.43","96.02","93.54","3.39M","-1.31%"
"May 01, 2020","96.02","98.20","98.20","94.31","4.62M","-4.86%"
"Apr 30, 2020","100.93","99.74","102.98","98.66","5.80M","1.26%"
"Apr 29, 2020","99.67","98.47","99.88","97.01","5.49M","2.62%"
"Apr 28, 2020","97.13","101.00","101.00","96.81","4.53M","-3.41%"
"Apr 27, 2020","100.56","101.20","101.55","99.72","3.15M","-0.39%"
"Apr 24, 2020","100.95","101.10","101.92","99.89","2.59M","1.10%"
"Apr 23, 2020","99.85","101.20","102.38","99.21","3.41M","-1.87%"
"Apr 22, 2020","101.75","101.99","104.36","101.20","3.43M","0.34%"
"Apr 21, 2020","101.41","102.10","102.42","98.83","3.84M","-3.12%"
"Apr 20, 2020","104.68","103.60","107.67","103.42","3.48M","-0.30%"
"Apr 17, 2020","105.00","104.21","105.19","103.15","3.83M","2.12%"
"Apr 16, 2020","102.82","101.60","103.03","99.67","4.41M","1.93%"
"Apr 15, 2020","100.87","98.64","100.92","97.37","2.77M","-0.05%"
"Apr 14, 2020","100.92","99.58","103.11","99.56","3.56M","2.59%"
"Apr 13, 2020","98.37","98.71","99.93","97.98","3.17M","-0.64%"
"Apr 09, 2020","99.00","97.57","100.37","96.40","5.42M","1.72%"
"Apr 08, 2020","97.33","98.00","98.59","94.90","10.16M","-4.38%"
"Apr 07, 2020","101.79","105.00","107.39","101.05","6.97M","-1.12%"
"Apr 06, 2020","102.94","100.88","103.20","100.27","3.59M","5.91%"
"Apr 03, 2020","97.20","98.92","100.23","96.10","2.24M","-2.40%"
"Apr 02, 2020","99.59","97.77","100.88","97.00","2.44M","1.96%"
"Apr 01, 2020","97.68","98.68","101.52","97.33","3.80M","-3.09%"
"Mar 31, 2020","100.79","98.54","105.25","98.54","4.09M","1.86%"
"Mar 30, 2020","98.95","98.52","99.50","96.15","3.83M","1.35%"
"Mar 27, 2020","97.63","98.62","99.06","96.35","4.11M","-4.12%"
"Mar 26, 2020","101.82","98.36","102.46","97.99","5.11M","5.06%"
"Mar 25, 2020","96.92","96.53","102.03","96.01","6.23M","0.51%"
"Mar 24, 2020","96.43","95.50","98.89","95.50","5.64M","5.71%"
"Mar 23, 2020","91.22","89.03","92.15","86.23","4.71M","2.89%"
"Mar 20, 2020","88.66","91.25","93.16","87.72","5.69M","-1.07%"
"Mar 19, 2020","89.62","83.38","91.66","83.23","6.26M","7.18%"
"Mar 18, 2020","83.62","84.34","92.80","82.00","9.48M","-8.24%"
"Mar 17, 2020","91.13","89.72","92.28","85.05","6.34M","1.62%"
"Mar 16, 2020","89.68","90.92","96.73","89.68","6.48M","-10.58%"
"Mar 13, 2020","100.29","104.71","105.61","94.66","6.83M","1.30%"
"Mar 12, 2020","99.00","100.05","102.48","97.42","9.41M","-8.55%"
"Mar 11, 2020","108.25","109.60","110.70","107.56","3.86M","-3.27%"
"Mar 10, 2020","111.91","110.86","111.92","106.86","5.05M","4.93%"
"Mar 09, 2020","106.65","106.94","110.06","105.05","7.37M","-6.23%"
"Mar 06, 2020","113.74","114.99","116.91","112.22","4.85M","-3.81%"
"Mar 05, 2020","118.24","118.37","120.32","117.59","3.05M","-2.61%"
"Mar 04, 2020","121.41","119.29","121.79","119.13","4.21M","2.92%"
"Mar 03, 2020","117.97","121.40","122.62","115.68","5.50M","-2.32%"
"Mar 02, 2020","120.77","122.80","122.97","117.83","6.24M","0.66%"
"Feb 28, 2020","119.98","115.00","120.50","114.81","9.80M","0.06%"
"Feb 27, 2020","119.91","122.01","124.16","119.35","6.69M","-2.94%"
"Feb 26, 2020","123.54","124.02","127.38","121.63","5.13M","-0.72%"
"Feb 25, 2020","124.43","128.36","128.44","123.60","5.14M","-1.11%"
