"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 23, 2019","173.29","170.00","174.12","168.82","2.82M","2.31%"
"Apr 22, 2019","169.37","170.00","170.19","167.50","2.08M","-0.96%"
"Apr 18, 2019","171.02","171.00","172.20","169.12","1.97M","0.41%"
"Apr 17, 2019","170.33","172.19","172.40","169.80","2.85M","0.03%"
"Apr 16, 2019","170.28","170.00","171.46","168.88","2.12M","0.95%"
"Apr 15, 2019","168.67","172.20","172.26","167.40","3.81M","-2.55%"
"Apr 12, 2019","173.09","173.60","173.89","170.78","3.27M","1.10%"
"Apr 11, 2019","171.20","176.50","176.64","171.14","3.92M","-3.30%"
"Apr 10, 2019","177.04","179.19","179.55","175.56","4.18M","-2.19%"
"Apr 09, 2019","181.00","185.00","185.60","180.54","3.01M","-2.04%"
"Apr 08, 2019","184.77","181.55","186.22","180.39","3.91M","1.77%"
"Apr 05, 2019","181.55","181.33","182.47","179.80","2.93M","1.35%"
"Apr 04, 2019","179.13","176.92","180.73","175.14","3.96M","2.41%"
"Apr 03, 2019","174.91","173.05","176.93","172.26","3.72M","2.30%"
"Apr 02, 2019","170.98","170.41","174.15","168.88","2.52M","0.34%"
"Apr 01, 2019","170.40","168.07","171.40","166.92","4.66M","3.37%"
"Mar 29, 2019","164.85","165.65","166.00","163.46","2.70M","0.45%"
"Mar 28, 2019","164.11","165.00","165.36","162.73","1.71M","-0.11%"
"Mar 27, 2019","164.29","167.36","167.99","164.18","2.60M","-1.74%"
"Mar 26, 2019","167.20","167.00","169.86","166.58","1.85M","0.19%"
"Mar 25, 2019","166.88","165.57","167.19","163.76","1.62M","0.09%"
"Mar 22, 2019","166.73","170.72","170.89","165.98","2.26M","-2.93%"
"Mar 21, 2019","171.77","168.70","171.94","168.70","2.10M","0.94%"
"Mar 20, 2019","170.17","171.28","171.28","166.60","2.05M","-0.33%"
"Mar 19, 2019","170.73","172.11","172.18","169.97","1.67M","-0.26%"
"Mar 18, 2019","171.17","172.41","174.02","169.67","2.13M","0.40%"
"Mar 15, 2019","170.48","169.41","170.95","168.75","2.98M","1.63%"
"Mar 14, 2019","167.74","167.96","168.04","166.15","2.27M","-0.26%"
"Mar 13, 2019","168.17","167.80","170.77","167.10","2.43M","0.71%"
"Mar 12, 2019","166.99","168.45","168.77","164.56","1.83M","0.02%"
"Mar 11, 2019","166.96","165.60","167.56","164.46","2.18M","2.02%"
"Mar 08, 2019","163.65","162.94","164.71","160.83","2.63M","-1.25%"
"Mar 07, 2019","165.72","169.63","170.00","164.90","3.25M","-2.66%"
"Mar 06, 2019","170.24","169.22","173.52","169.11","5.13M","1.49%"
"Mar 05, 2019","167.74","161.47","170.28","161.11","5.80M","4.24%"
"Mar 04, 2019","160.92","163.71","164.25","158.44","4.32M","-0.72%"
"Mar 01, 2019","162.09","164.18","165.50","161.98","2.66M","-0.28%"
"Feb 28, 2019","162.54","162.00","163.19","160.91","3.41M","0.23%"
"Feb 27, 2019","162.17","161.55","163.40","160.65","3.71M","0.12%"
"Feb 26, 2019","161.98","164.00","164.34","160.60","4.83M","-1.83%"
"Feb 25, 2019","165.00","170.01","170.55","164.86","5.83M","-1.30%"
"Feb 22, 2019","167.17","173.50","174.17","164.00","9.23M","-2.70%"
"Feb 21, 2019","171.81","171.73","172.89","169.73","4.20M","0.37%"
"Feb 20, 2019","171.18","173.39","176.09","170.51","4.04M","-0.74%"
"Feb 19, 2019","172.45","169.53","173.60","169.20","3.16M","1.41%"
"Feb 15, 2019","170.06","175.49","175.63","169.00","3.44M","-2.31%"
"Feb 14, 2019","174.08","173.50","174.96","171.55","2.02M","0.15%"
"Feb 13, 2019","173.82","172.98","175.35","171.71","2.55M","2.10%"
"Feb 12, 2019","170.25","169.04","171.54","169.01","2.40M","1.30%"
"Feb 11, 2019","168.06","172.22","172.37","166.57","2.78M","-1.08%"
"Feb 08, 2019","169.90","170.46","170.48","166.66","2.12M","-0.98%"
"Feb 07, 2019","171.58","173.52","173.96","170.06","1.98M","-1.31%"
"Feb 06, 2019","173.85","176.23","176.54","173.59","1.25M","-1.35%"
"Feb 05, 2019","176.23","175.31","176.89","173.53","1.53M","1.32%"
"Feb 04, 2019","173.94","172.35","175.53","171.01","1.58M","1.56%"
"Feb 01, 2019","171.27","172.68","173.54","169.38","2.05M","-0.79%"
"Jan 31, 2019","172.63","171.05","175.09","170.36","3.32M","1.94%"
"Jan 30, 2019","169.34","166.72","170.10","165.25","2.42M","2.46%"
"Jan 29, 2019","165.27","167.91","167.97","164.15","1.47M","-1.33%"
"Jan 28, 2019","167.50","164.18","168.23","162.72","2.03M","0.24%"
"Jan 25, 2019","167.10","164.99","168.06","163.40","2.99M","2.70%"
"Jan 24, 2019","162.70","163.25","163.55","161.00","2.92M","-0.34%"
"Jan 23, 2019","163.26","162.00","163.36","158.90","4.43M","1.79%"
"Jan 22, 2019","160.39","167.35","167.46","158.52","7.09M","-6.40%"
"Jan 18, 2019","171.36","170.54","174.28","169.80","3.24M","1.93%"
"Jan 17, 2019","168.11","167.84","169.94","164.55","3.12M","-0.97%"
"Jan 16, 2019","169.75","169.62","171.33","168.56","2.10M","1.08%"
"Jan 15, 2019","167.93","164.43","169.94","164.40","2.36M","3.01%"
"Jan 14, 2019","163.03","162.82","163.97","161.59","1.79M","-1.85%"
"Jan 11, 2019","166.11","167.85","168.35","164.68","2.34M","-1.33%"
"Jan 10, 2019","168.35","164.98","168.45","162.91","2.14M","1.03%"
"Jan 09, 2019","166.64","166.72","168.41","165.48","3.39M","1.98%"
"Jan 08, 2019","163.40","162.19","163.89","158.16","3.25M","0.49%"
"Jan 07, 2019","162.60","162.60","164.49","158.51","3.27M","1.03%"
"Jan 04, 2019","160.95","157.60","162.43","157.25","3.85M","4.03%"
"Jan 03, 2019","154.71","158.75","159.88","153.78","3.88M","-4.65%"
"Jan 02, 2019","162.25","156.18","164.33","155.49","3.00M","2.30%"
"Dec 31, 2018","158.60","163.80","164.40","157.52","2.49M","-2.20%"
"Dec 28, 2018","162.17","162.03","164.60","160.60","2.15M","0.37%"
"Dec 27, 2018","161.58","160.54","161.95","156.04","2.64M","-0.90%"
"Dec 26, 2018","163.04","158.32","163.17","154.61","2.69M","3.77%"
"Dec 24, 2018","157.12","155.29","161.48","155.25","2.35M","-0.19%"
"Dec 21, 2018","157.42","162.29","162.77","156.25","4.93M","-1.83%"
"Dec 20, 2018","160.36","160.86","164.59","159.83","4.15M","-1.30%"
"Dec 19, 2018","162.48","167.94","169.14","160.00","3.97M","-3.06%"
"Dec 18, 2018","167.61","173.12","173.29","167.21","2.95M","-1.32%"
"Dec 17, 2018","169.86","176.58","176.78","167.53","4.19M","-4.33%"
"Dec 14, 2018","177.54","177.70","180.51","176.48","2.08M","-1.31%"
"Dec 13, 2018","179.90","182.39","183.10","179.17","1.80M","0.08%"
"Dec 12, 2018","179.75","180.50","182.95","179.30","2.78M","1.64%"
"Dec 11, 2018","176.85","181.84","182.10","176.01","3.13M","-1.31%"
"Dec 10, 2018","179.20","178.26","181.55","174.25","1.95M","-0.20%"
"Dec 07, 2018","179.56","180.11","185.15","178.62","2.85M","-0.63%"
"Dec 06, 2018","180.70","176.01","183.49","174.66","4.35M","-1.07%"
"Dec 04, 2018","182.66","192.37","193.50","180.00","4.59M","-4.53%"
"Dec 03, 2018","191.33","196.00","196.00","189.21","3.64M","1.62%"
"Nov 30, 2018","188.28","183.04","189.59","182.38","2.94M","2.76%"
"Nov 29, 2018","183.22","186.50","187.49","182.44","3.41M","-2.77%"
"Nov 28, 2018","188.44","185.80","188.50","181.75","3.34M","3.09%"
"Nov 27, 2018","182.79","183.60","185.25","181.11","2.69M","-1.30%"
"Nov 26, 2018","185.19","186.26","186.87","183.83","1.86M","1.41%"
"Nov 23, 2018","182.61","181.38","183.31","181.00","1.27M","-0.73%"
"Nov 21, 2018","183.95","180.02","186.27","179.52","2.70M","3.65%"
"Nov 20, 2018","177.48","177.60","179.96","175.32","3.49M","-3.06%"
"Nov 19, 2018","183.09","185.86","186.96","181.89","2.67M","-2.06%"
"Nov 16, 2018","186.95","187.07","188.00","183.59","1.62M","-0.77%"
"Nov 15, 2018","188.41","186.80","188.50","185.37","2.22M","1.81%"
"Nov 14, 2018","185.06","185.50","186.98","181.67","2.43M","0.94%"
"Nov 13, 2018","183.34","182.39","185.41","180.23","2.97M","1.61%"
"Nov 12, 2018","180.43","183.47","183.57","178.89","2.29M","-1.81%"
"Nov 09, 2018","183.75","184.48","186.25","181.65","2.93M","-2.55%"
"Nov 08, 2018","188.55","193.70","195.75","187.98","2.48M","-3.51%"
"Nov 07, 2018","195.41","196.01","196.02","192.35","2.06M","1.54%"
"Nov 06, 2018","192.44","191.08","194.72","190.42","1.81M","0.97%"
"Nov 05, 2018","190.59","194.01","197.17","189.15","3.22M","-2.11%"
"Nov 02, 2018","194.69","203.23","206.25","192.03","4.68M","-3.37%"
"Nov 01, 2018","201.47","192.45","202.13","185.00","6.44M","6.00%"
"Oct 31, 2018","190.06","184.40","192.46","181.91","6.32M","3.65%"
"Oct 30, 2018","183.37","181.75","183.60","177.80","5.08M","0.89%"
"Oct 29, 2018","181.75","190.00","190.00","178.10","4.28M","-3.59%"
"Oct 26, 2018","188.51","184.08","191.35","182.60","2.90M","-1.01%"
"Oct 25, 2018","190.43","186.21","192.52","185.79","2.78M","3.23%"
"Oct 24, 2018","184.47","193.24","193.24","184.02","3.85M","-4.63%"
"Oct 23, 2018","193.42","190.16","194.96","187.88","3.37M","-1.41%"
"Oct 22, 2018","196.19","197.87","198.71","194.73","2.80M","2.22%"
"Oct 19, 2018","191.92","193.65","197.25","190.89","2.91M","0.02%"
"Oct 18, 2018","191.88","197.51","197.97","190.10","4.59M","-4.40%"
"Oct 17, 2018","200.72","203.74","203.75","198.75","1.74M","-1.23%"
"Oct 16, 2018","203.21","202.00","203.67","199.71","2.40M","1.54%"
"Oct 15, 2018","200.12","201.50","203.69","198.78","1.84M","-2.07%"
"Oct 12, 2018","204.36","205.40","206.65","200.94","3.89M","3.21%"
"Oct 11, 2018","198.00","189.29","198.14","189.00","4.60M","1.93%"
"Oct 10, 2018","194.26","198.00","198.80","192.20","4.56M","-3.28%"
"Oct 09, 2018","200.85","201.80","203.36","199.42","3.13M","-1.53%"
"Oct 08, 2018","203.98","200.18","204.63","198.19","3.39M","-0.80%"
"Oct 05, 2018","205.62","208.57","209.22","202.21","3.95M","-2.12%"
"Oct 04, 2018","210.07","215.00","215.27","206.61","4.03M","-2.90%"
"Oct 03, 2018","216.35","220.27","220.97","215.76","2.40M","-1.16%"
"Oct 02, 2018","218.90","221.67","222.45","217.30","3.94M","-3.74%"
"Oct 01, 2018","227.40","230.81","231.17","227.20","1.20M","-0.56%"
"Sep 28, 2018","228.68","228.53","230.65","226.76","1.82M","-0.78%"
"Sep 27, 2018","230.47","228.70","231.79","226.83","1.98M","0.90%"
"Sep 26, 2018","228.42","228.31","232.59","227.73","2.72M","0.80%"
"Sep 25, 2018","226.60","226.76","228.66","224.44","1.72M","-0.01%"
"Sep 24, 2018","226.63","225.00","226.84","224.05","1.53M","-0.97%"
"Sep 21, 2018","228.85","234.88","234.88","228.40","3.51M","-0.77%"
"Sep 20, 2018","230.62","230.20","233.00","227.82","3.11M","1.86%"
"Sep 19, 2018","226.41","218.55","228.95","217.74","3.62M","4.39%"
"Sep 18, 2018","216.88","218.54","222.38","215.58","2.12M","-0.36%"
"Sep 17, 2018","217.66","216.84","220.99","216.70","2.16M","-1.08%"
"Sep 14, 2018","220.03","224.88","225.00","218.63","2.20M","-1.07%"
"Sep 13, 2018","222.42","223.99","224.62","221.11","2.86M","1.71%"
"Sep 12, 2018","218.69","215.00","219.93","211.98","3.02M","1.20%"
"Sep 11, 2018","216.10","210.50","216.73","208.50","2.20M","1.18%"
"Sep 10, 2018","213.59","215.87","217.04","212.65","2.14M","-1.13%"
"Sep 07, 2018","216.04","214.02","218.03","212.40","2.49M","0.46%"
"Sep 06, 2018","215.05","216.56","218.74","211.98","2.23M","-0.55%"
"Sep 05, 2018","216.24","219.20","220.49","215.61","2.46M","-2.67%"
"Sep 04, 2018","222.18","225.09","227.50","220.76","2.24M","-1.90%"
"Aug 31, 2018","226.48","221.71","226.87","221.27","2.02M","0.99%"
"Aug 30, 2018","224.25","224.78","227.50","222.55","2.35M","-0.72%"
"Aug 29, 2018","225.87","225.85","226.85","223.89","1.45M","0.07%"
"Aug 28, 2018","225.72","229.70","230.84","224.70","2.19M","-1.26%"
"Aug 27, 2018","228.61","228.39","231.39","227.76","3.11M","1.89%"
"Aug 24, 2018","224.36","221.40","225.09","220.82","2.81M","2.31%"
"Aug 23, 2018","219.30","224.27","224.97","218.93","2.90M","-1.67%"
"Aug 22, 2018","223.03","223.20","226.17","222.15","1.73M","-0.04%"
"Aug 21, 2018","223.13","225.77","226.28","222.42","2.29M","-0.26%"
"Aug 20, 2018","223.71","224.70","226.37","220.97","3.23M","0.47%"
"Aug 17, 2018","222.67","221.00","225.07","217.09","5.50M","2.47%"
"Aug 16, 2018","217.30","216.12","221.40","215.49","4.34M","1.79%"
"Aug 15, 2018","213.47","211.37","214.15","207.95","4.26M","-1.27%"
"Aug 14, 2018","216.21","218.33","218.37","213.67","3.19M","-0.63%"
"Aug 13, 2018","217.57","220.01","220.18","216.41","2.50M","-1.15%"
"Aug 10, 2018","220.10","217.50","221.91","216.51","3.35M","0.10%"
"Aug 09, 2018","219.89","223.36","223.72","219.60","3.51M","-0.95%"
"Aug 08, 2018","222.00","226.99","226.99","221.28","5.16M","-2.06%"
"Aug 07, 2018","226.67","228.36","230.25","224.26","7.89M","-2.70%"
"Aug 06, 2018","232.96","234.11","235.80","230.06","3.72M","-1.14%"
"Aug 03, 2018","235.65","235.00","237.50","230.84","5.83M","2.25%"
"Aug 02, 2018","230.46","230.56","231.50","226.21","6.60M","1.05%"
"Aug 01, 2018","228.07","234.99","237.72","226.64","14.00M","-7.73%"
"Jul 31, 2018","247.18","253.84","255.94","245.53","4.48M","-1.68%"
"Jul 30, 2018","251.40","256.49","257.31","248.30","2.56M","-1.45%"
"Jul 27, 2018","255.09","262.63","262.96","251.83","2.31M","-2.02%"
"Jul 26, 2018","260.35","259.82","263.63","257.68","2.06M","-0.97%"
"Jul 25, 2018","262.91","256.41","263.70","256.41","2.65M","2.51%"
"Jul 24, 2018","256.48","265.31","265.73","255.10","2.75M","-1.50%"
"Jul 23, 2018","260.38","257.89","261.10","257.18","1.71M","0.15%"
"Jul 20, 2018","259.98","263.36","265.21","259.96","2.21M","-0.93%"
"Jul 19, 2018","262.42","266.73","267.30","261.93","2.39M","-2.60%"
"Jul 18, 2018","269.42","268.90","270.09","264.50","2.04M","-0.22%"
"Jul 17, 2018","270.02","264.10","271.08","259.10","2.67M","1.10%"
"Jul 16, 2018","267.08","266.45","269.74","266.00","1.51M","-0.04%"
"Jul 13, 2018","267.19","271.36","274.00","265.70","2.53M","-1.57%"
"Jul 12, 2018","271.45","264.23","272.15","263.69","3.97M","3.90%"
"Jul 11, 2018","261.25","256.49","263.96","255.75","2.65M","0.00%"
"Jul 10, 2018","261.25","262.99","264.83","258.85","1.93M","-0.27%"
"Jul 09, 2018","261.97","259.28","262.90","258.60","4.23M","4.05%"
"Jul 06, 2018","251.77","244.75","253.50","243.88","3.92M","3.15%"
"Jul 05, 2018","244.07","248.99","250.69","243.44","2.97M","-0.96%"
"Jul 03, 2018","246.43","248.71","249.06","245.30","2.30M","0.07%"
"Jul 02, 2018","246.25","238.08","246.38","236.28","2.32M","1.34%"
"Jun 29, 2018","243.00","245.90","247.77","242.00","3.65M","0.33%"
"Jun 28, 2018","242.21","241.84","242.72","237.80","6.47M","-0.33%"
"Jun 27, 2018","243.00","255.00","255.50","241.86","4.40M","-3.10%"
"Jun 26, 2018","250.77","252.46","253.11","248.21","2.40M","0.14%"
"Jun 25, 2018","250.41","254.28","254.30","245.50","3.99M","-3.32%"
"Jun 22, 2018","259.00","261.00","261.74","258.01","3.03M","-0.58%"
"Jun 21, 2018","260.50","263.22","265.60","260.30","3.25M","-1.35%"
"Jun 20, 2018","264.06","263.34","264.79","259.42","2.88M","0.74%"
"Jun 19, 2018","262.11","260.23","262.17","256.44","4.29M","-2.52%"
"Jun 18, 2018","268.89","267.30","269.82","264.11","3.67M","-1.49%"
"Jun 15, 2018","272.97","268.00","273.61","266.35","5.91M","0.86%"
"Jun 14, 2018","270.64","270.41","273.31","269.75","3.12M","0.24%"
"Jun 13, 2018","270.00","268.86","272.19","267.92","2.67M","0.96%"
"Jun 12, 2018","267.42","270.54","272.88","265.66","3.29M","-0.87%"
"Jun 11, 2018","269.78","264.00","269.83","262.52","2.77M","2.35%"
"Jun 08, 2018","263.59","262.17","263.89","259.51","3.12M","-0.49%"
"Jun 07, 2018","264.89","264.69","268.00","263.03","3.65M","0.36%"
"Jun 06, 2018","263.94","260.18","263.99","257.08","3.38M","1.52%"
"Jun 05, 2018","259.98","262.25","265.41","255.20","4.98M","-0.35%"
"Jun 04, 2018","260.90","251.00","261.00","251.00","5.63M","5.01%"
"Jun 01, 2018","248.46","245.39","251.00","244.85","4.55M","2.43%"
"May 31, 2018","242.56","242.04","245.52","241.96","4.41M","0.38%"
"May 30, 2018","241.63","243.69","243.75","240.47","3.15M","-0.17%"
"May 29, 2018","242.05","242.55","245.04","240.60","3.63M","-0.72%"
"May 25, 2018","243.80","240.48","245.80","240.08","5.30M","1.46%"
"May 24, 2018","240.28","243.49","243.95","240.05","4.78M","-0.05%"
"May 23, 2018","240.39","238.77","243.33","236.61","5.04M","0.18%"
"May 22, 2018","239.97","243.99","247.05","239.60","7.13M","-0.22%"
"May 21, 2018","240.51","256.00","256.36","237.83","15.25M","-4.94%"
"May 18, 2018","253.01","262.38","264.67","251.58","16.05M","-9.54%"
"May 17, 2018","279.68","280.26","283.95","278.60","3.24M","-1.55%"
"May 16, 2018","284.07","272.74","284.22","271.23","3.62M","4.47%"
"May 15, 2018","271.92","266.41","271.98","265.61","2.30M","-0.12%"
"May 14, 2018","272.26","271.50","278.76","271.00","3.28M","0.87%"
"May 11, 2018","269.91","270.92","271.49","266.37","2.24M","0.46%"
"May 10, 2018","268.68","262.18","269.40","260.70","3.07M","2.83%"
"May 09, 2018","261.29","263.10","264.43","259.71","2.30M","-0.68%"
"May 08, 2018","263.09","255.00","263.99","253.40","3.60M","3.62%"
"May 07, 2018","253.90","251.53","257.00","250.25","3.05M","0.86%"
"May 04, 2018","251.73","250.85","254.74","249.29","2.70M","-0.29%"
"May 03, 2018","252.46","249.00","254.54","245.74","2.73M","1.06%"
"May 02, 2018","249.80","250.92","252.74","246.80","3.06M","-0.92%"
"May 01, 2018","252.13","247.24","254.08","246.01","2.47M","0.49%"
"Apr 30, 2018","250.90","253.69","255.00","244.40","4.27M","-0.41%"
"Apr 27, 2018","251.93","253.95","257.30","245.63","8.02M","5.55%"
"Apr 26, 2018","238.69","232.83","239.40","232.60","3.90M","3.15%"
"Apr 25, 2018","231.41","229.20","231.46","222.50","2.26M","0.00%"
"Apr 24, 2018","231.41","233.82","238.36","228.50","2.22M","-0.00%"
"Apr 23, 2018","231.42","232.52","235.05","230.14","1.53M","-0.46%"
"Apr 20, 2018","232.50","234.92","235.69","230.21","2.28M","-1.94%"
"Apr 19, 2018","237.11","238.43","240.40","235.26","1.74M","-0.27%"
"Apr 18, 2018","237.75","237.38","239.91","236.50","2.04M","0.88%"
"Apr 17, 2018","235.67","230.27","237.00","228.63","2.28M","2.51%"
"Apr 16, 2018","229.90","228.45","231.06","226.53","1.91M","0.76%"
"Apr 13, 2018","228.17","231.88","233.00","225.77","1.65M","-1.37%"
"Apr 12, 2018","231.34","230.75","232.24","229.03","1.22M","0.74%"
"Apr 11, 2018","229.65","230.00","233.50","228.88","1.38M","-0.80%"
"Apr 10, 2018","231.50","231.32","233.55","228.42","2.62M","3.20%"
"Apr 09, 2018","224.33","224.70","227.75","221.92","2.28M","2.05%"
"Apr 06, 2018","219.82","221.30","225.29","218.13","1.74M","-2.55%"
"Apr 05, 2018","225.57","226.01","228.50","224.37","2.10M","0.57%"
"Apr 04, 2018","224.30","213.80","225.95","213.56","4.10M","1.95%"
"Apr 03, 2018","220.02","223.53","224.77","216.69","2.35M","-0.02%"
"Apr 02, 2018","220.06","220.84","223.87","216.11","2.69M","-1.40%"
"Mar 29, 2018","223.19","225.00","226.48","220.16","3.79M","0.04%"
"Mar 28, 2018","223.10","228.80","229.90","220.20","4.25M","-3.40%"
"Mar 27, 2018","230.96","239.38","241.21","228.70","3.14M","-2.11%"
"Mar 26, 2018","235.94","236.61","237.77","229.38","3.33M","2.55%"
"Mar 23, 2018","230.08","236.52","238.82","229.34","3.98M","-2.55%"
"Mar 22, 2018","236.11","245.00","245.17","233.72","5.10M","-5.57%"
"Mar 21, 2018","250.05","254.26","254.26","249.03","2.64M","-1.73%"
"Mar 20, 2018","254.46","253.75","256.74","252.11","2.36M","0.64%"
"Mar 19, 2018","252.83","261.47","261.76","250.35","3.10M","-3.64%"
"Mar 16, 2018","262.39","259.61","263.70","257.21","4.65M","-0.12%"
"Mar 15, 2018","262.71","263.01","264.75","260.49","2.51M","1.30%"
"Mar 14, 2018","259.35","259.73","262.75","256.73","2.35M","0.39%"
"Mar 13, 2018","258.35","268.00","268.00","257.34","2.57M","-2.76%"
"Mar 12, 2018","265.67","264.92","270.58","263.24","2.58M","0.80%"
"Mar 09, 2018","263.56","259.25","267.60","257.86","3.76M","2.50%"
"Mar 08, 2018","257.14","257.54","258.55","254.86","2.29M","-0.05%"
"Mar 07, 2018","257.26","255.93","258.32","254.16","1.66M","-0.57%"
"Mar 06, 2018","258.73","257.99","260.00","255.73","2.60M","1.51%"
"Mar 05, 2018","254.89","248.09","256.33","246.21","2.27M","1.71%"
"Mar 02, 2018","250.60","242.32","251.58","240.66","2.43M","0.34%"
"Mar 01, 2018","249.75","251.63","256.20","245.68","3.01M","-1.03%"
"Feb 28, 2018","252.34","254.00","255.00","250.57","2.67M","0.75%"
"Feb 27, 2018","250.46","253.50","257.56","250.21","2.70M","-2.26%"
"Feb 26, 2018","256.25","251.34","256.29","250.86","2.60M","2.20%"
"Feb 23, 2018","250.74","250.00","252.00","246.89","1.79M","0.56%"
"Feb 22, 2018","249.35","248.09","249.43","244.35","2.36M","0.98%"
"Feb 21, 2018","246.92","247.72","252.95","246.75","2.42M","0.61%"
"Feb 20, 2018","245.43","243.07","248.01","242.14","2.22M","0.29%"
"Feb 16, 2018","244.72","248.00","248.74","242.90","2.20M","-1.40%"
"Feb 15, 2018","248.20","240.99","248.29","237.13","5.59M","5.22%"
"Feb 14, 2018","235.89","236.04","239.88","232.69","7.95M","4.56%"
"Feb 13, 2018","225.60","223.41","227.70","221.80","4.71M","1.79%"
"Feb 12, 2018","221.64","219.99","223.24","218.54","3.09M","2.77%"
"Feb 09, 2018","215.67","213.46","218.41","207.74","4.77M","1.70%"
"Feb 08, 2018","212.07","223.01","225.71","211.70","4.16M","-4.69%"
"Feb 07, 2018","222.50","228.26","229.66","222.50","2.42M","-2.74%"
"Feb 06, 2018","228.77","218.00","230.00","216.00","5.05M","1.53%"
"Feb 05, 2018","225.32","229.42","235.69","224.58","3.96M","-3.37%"
"Feb 02, 2018","233.17","237.49","238.50","232.43","3.33M","-3.06%"
"Feb 01, 2018","240.53","243.33","248.23","239.37","2.77M","-2.59%"
"Jan 31, 2018","246.92","247.48","248.18","242.40","3.64M","1.17%"
"Jan 30, 2018","244.07","247.87","249.35","241.20","4.63M","-3.81%"
"Jan 29, 2018","253.73","256.66","256.98","252.80","3.34M","-2.51%"
"Jan 26, 2018","260.25","255.76","260.43","253.80","2.40M","2.40%"
"Jan 25, 2018","254.14","259.83","260.00","253.03","2.19M","-1.48%"
"Jan 24, 2018","257.96","258.58","263.41","252.10","2.87M","0.24%"
"Jan 23, 2018","257.35","252.89","257.54","251.26","2.24M","1.18%"
"Jan 22, 2018","254.34","255.99","256.42","249.50","2.30M","-0.64%"
"Jan 19, 2018","255.98","255.87","258.33","254.36","1.85M","0.40%"
"Jan 18, 2018","254.96","255.49","256.15","252.55","2.04M","-0.21%"
"Jan 17, 2018","255.49","260.75","260.89","253.08","2.22M","-0.89%"
"Jan 16, 2018","257.78","259.69","265.77","256.78","4.10M","1.87%"
"Jan 12, 2018","253.04","252.49","256.98","250.87","3.04M","1.13%"
"Jan 11, 2018","250.22","250.40","251.49","246.89","1.73M","0.51%"
"Jan 10, 2018","248.95","251.49","253.74","247.90","2.19M","-2.27%"
"Jan 09, 2018","254.73","253.54","254.99","248.05","2.62M","1.56%"
"Jan 08, 2018","250.82","247.14","253.86","246.75","2.42M","2.32%"
"Jan 05, 2018","245.14","246.84","248.00","242.60","2.60M","-0.24%"
"Jan 04, 2018","245.73","249.00","249.20","244.28","1.58M","0.07%"
"Jan 03, 2018","245.55","244.86","246.26","240.09","1.91M","1.30%"
"Jan 02, 2018","242.40","236.49","242.82","235.26","2.69M","3.50%"
"Dec 29, 2017","234.21","234.83","236.13","232.50","1.14M","-0.23%"
"Dec 28, 2017","234.74","238.57","239.00","234.40","1.01M","-1.25%"
"Dec 27, 2017","237.71","237.50","239.14","235.61","930.26K","-0.05%"
"Dec 26, 2017","237.83","237.21","238.77","235.38","1.29M","-0.51%"
"Dec 22, 2017","239.05","237.76","241.79","237.45","1.31M","-0.18%"
"Dec 21, 2017","239.49","234.48","240.83","234.01","2.11M","2.62%"
"Dec 20, 2017","233.37","236.04","236.95","231.29","1.75M","-0.95%"
"Dec 19, 2017","235.62","241.59","242.00","235.13","2.72M","-2.20%"
"Dec 18, 2017","240.93","235.82","241.49","234.90","2.07M","3.19%"
"Dec 15, 2017","233.48","233.00","233.48","229.31","5.25M","0.72%"
"Dec 14, 2017","231.82","233.06","233.15","227.81","2.86M","-0.61%"
"Dec 13, 2017","233.24","234.88","237.17","231.85","2.22M","0.22%"
"Dec 12, 2017","232.73","231.51","232.95","229.92","1.91M","-0.35%"
"Dec 11, 2017","233.54","235.50","236.63","233.16","2.00M","-0.45%"
"Dec 08, 2017","234.59","236.91","237.74","234.43","2.15M","0.68%"
"Dec 07, 2017","233.01","231.16","235.66","231.01","1.79M","0.80%"
"Dec 06, 2017","231.15","228.35","231.89","227.22","2.11M","-0.26%"
"Dec 05, 2017","231.75","226.00","234.10","225.50","2.87M","0.91%"
"Dec 04, 2017","229.66","237.71","237.91","226.35","3.33M","-2.30%"
"Dec 01, 2017","235.07","233.65","238.64","232.51","2.39M","-1.47%"
"Nov 30, 2017","238.58","237.38","239.19","235.19","3.13M","1.31%"
"Nov 29, 2017","235.49","242.32","243.88","229.01","3.53M","-3.50%"
"Nov 28, 2017","244.03","249.00","249.00","241.91","2.34M","-1.21%"
"Nov 27, 2017","247.02","246.00","248.97","245.62","2.02M","-0.96%"
"Nov 24, 2017","249.42","249.50","250.37","245.73","1.61M","-0.09%"
"Nov 22, 2017","249.65","246.75","252.90","246.39","3.48M","2.19%"
"Nov 21, 2017","244.30","242.00","246.90","240.20","2.59M","2.41%"
"Nov 20, 2017","238.54","241.00","242.63","237.66","2.08M","-0.31%"
"Nov 17, 2017","239.27","241.80","243.04","239.01","2.23M","-0.02%"
"Nov 16, 2017","239.32","236.71","240.71","234.26","2.27M","2.18%"
"Nov 15, 2017","234.21","232.01","234.84","226.01","2.66M","-0.30%"
"Nov 14, 2017","234.92","236.60","237.00","232.92","1.56M","-1.03%"
"Nov 13, 2017","237.37","234.69","238.46","232.02","1.71M","-0.01%"
"Nov 10, 2017","237.40","239.58","239.58","236.50","1.72M","-1.11%"
"Nov 09, 2017","240.06","237.99","240.55","236.29","2.57M","-0.46%"
